stageid,traversedpath,accountid,name,accountnumber,accountratingcode,address1_composite,address1_addresstypecode,address1_city,address1_country,address1_county,address1_fax,address1_freighttermscode,address1_latitude,address1_longitude,address1_name,address1_postofficebox,address1_primarycontactname,address1_stateorprovince,address1_line1,address1_line2,address1_line3,address1_telephone2,address1_telephone3,address1_postalcode,address2_composite,address2_addresstypecode,address2_city,address2_country,address2_county,address2_fax,address2_latitude,address2_longitude,address2_name,address2_postofficebox,address2_primarycontactname,address2_stateorprovince,address2_line1,address2_line2,address2_line3,address2_telephone1,address2_telephone2,address2_telephone3,address2_postalcode,address1_telephone1,aging30,aging30_base,aging60,aging60_base,aging90,aging90_base,revenue,revenue_base,businesstypecode,accountcategorycode,accountclassificationcode,creditonhold,creditlimit,creditlimit_base,customersizecode,entityimage,description,donotbulkemail,donotbulkpostalmail,donotemail,donotfax,donotpostalmail,donotphone,emailaddress1,emailaddress2,emailaddress3,entityimageid,exchangerate,msdyn_externalaccountid,fax,followemail,ftpsiteurl,importsequencenumber,industrycode,lastusedincampaign,lastonholdtime,telephone1,marketcap,marketcap_base,marketingonly,merged,numberofemployees,onholdtime,opendeals,opendeals_date,opendeals_state,openrevenue,openrevenue_base,openrevenue_date,openrevenue_state,telephone2,ownershipcode,participatesinworkflow,paymenttermscode,preferredappointmentdaycode,preferredcontactmethodcode,preferredappointmenttimecode,primarysatoriid,primarytwitterid,processid,customertypecode,donotsendmm,sharesoutstanding,shippingmethodcode,sic,statuscode,statecode,stockexchange,msdyn_taxexempt,msdyn_taxexemptnumber,teamsfollowed,telephone3,territorycode,tickersymbol,timespentbymeonemailandmeetings,timezoneruleversionnumber,msdyn_travelcharge,msdyn_travelcharge_base,msdyn_travelchargetype,utcconversiontimezonecode,versionnumber,websiteurl,msdyn_workorderinstructions,yominame,msdyn_billingaccount,createdbyexternalparty,transactioncurrencyid,slainvokedid,masterid,modifiedbyexternalparty,originatingleadid,owningbusinessunit,parentaccountid,preferredequipmentid,msdyn_preferredresource,preferredserviceid,preferredsystemuserid,primarycontactid,defaultpricelevelid,msdyn_salestaxcode,msdyn_serviceterritory,slaid,territoryid,msdyn_workhourtemplate
,,016c3f4b-1be7-e611-8101-e0071b6af231,Trey Research Electronics,,Default Value,"305 Harrison Street
Seattle, WA 98109
USA",,Seattle,USA,,,,47.762,-122.2074,,,,WA,305 Harrison Street,,,,,98109,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Ora Rodriguez,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-7041,,,false,false,,,1,2/3/2020 10:15:36 PM,1,93375,93375,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,7154360,http://www.wideworldimporters.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,b5a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,b4a19cdd-88df-e311-b8e5-6c3be5a8b200,"Fabrikam, Inc.",WFT2145,Default Value,"3397 Rancho View Drive
Redmond, WA 72052
US",,Redmond,US,,,,,,,,,WA,3397 Rancho View Drive,,,,,72052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,243000000,243000000,Default Value,,Default Value,false,,,Default Value,,"Our publically traded company has been in business for 105 years. With more than 90 years’ experience in the textile industry, we are one of the most trusted names in textiles, offering an unmatched level of quality and selection of product lines. Our manufacturing facilities around the world position us to support our customers with all their textile needs.",false,false,false,false,false,false,evacorets@fabrikam.com,,,,1,,1-425-555-121,true,,105,Durable Manufacturing,,,+1-425-555-0120,,,false,false,3482,,3,2/3/2020 10:15:36 PM,1,2918489,2918489,2/3/2020 10:15:36 PM,1,,Public,false,Net 60,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,FBKMZ,,0,,,None,,7154341,http://www.fabrikam.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,55a0e5b9-88df-e311-b8e5-6c3be5a8b200,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,056c3f4b-1be7-e611-8101-e0071b6af231,Trey Research Assembly,,Default Value,"340 228 Ave. NE
Sammamish, WA 98074
USA",,Sammamish,USA,,,,47.61237,-122.03549,,,,WA,340 228 Ave. NE,,,,,98074,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Andrew Book,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-2567,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,6812532,http://www.woodgrovebank.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,b9a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,aaa19cdd-88df-e311-b8e5-6c3be5a8b200,Alpine Ski House,AFFSE9IK,Default Value,"Am Euro Platz 0101
A-1111 Vienna
Austria",,Vienna,Austria,,,,,,,,,,Am Euro Platz 0101,,,,,A-1111,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,483000000,483000000,Default Value,,Default Value,false,,,Default Value,,"Alpine Ski House grew out of a small company making ski jackets in our basement. Today, we are the top choice of winter sports apparel for professional athletes and enthusiasts around the world. For us at Alpine ski house, our love of wild and beautiful places translates into apparel that helps you enjoy them in comfort.",false,false,false,false,false,false,Cathan@alpineskihouse.com,,,,1,,+43-1-12345-0,true,,105,Entertainment Retail,,,+43-1-12345-0,,,false,false,6100,,1,2/3/2020 10:15:36 PM,1,187500,187500,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,APSK,,0,,,None,,6812144,http://www.alpineskihouse.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,4ba0e5b9-88df-e311-b8e5-6c3be5a8b200,,,d2fa0104-62ef-e411-80eb-c4346bace124,,cde3de29-62ef-e411-80eb-c4346bace124,
,,caa19cdd-88df-e311-b8e5-6c3be5a8b200,Tailspin Toys,BABCO880,Default Value,"145-0075
Tokyo
Tailspin Grand Central Tower
Japan",,Tokyo,Japan,,,,,,,,,,Tailspin Grand Central Tower,,,,,145-0075,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,243000000,243000000,Default Value,,Default Value,false,,,Default Value,,"Founded in the early 1900s, Tailspin Toys is the premier manufacturer of toys and learning materials. We pride ourselves on being engaged in the development of children's imagination through playing and learning. Thanks to our new offshore manufacturing facilities, Tailspin Toys has grown exponentially over the last decade, evolving into a leader in toy manufacturing worldwide.",false,false,false,false,false,false,mtanara@tailspintoys.com,,,,1,,+81-3-5555-1360,true,,105,Entertainment Retail,,,297-555-0192,,,false,false,3500,,3,2/3/2020 10:15:36 PM,1,4446368,4446368,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,TSPZU,,0,,,None,,6812138,http://www.tailspintoys.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,02fa7133-4fc8-e411-80ee-c4346bac7be8,,,,,3437fc3f-62ef-e411-80eb-c4346bace124,
,,977877a7-54ec-e911-a812-000d3a3380b8,BMW,,Default Value,"1 Northwind Trader Way
Columbus, OH 47736
United States",,Columbus,United States,,,,,,,,,OH,1 Northwind Trader Way,,,,,47736,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,3500000000,3500000000,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,,Vehicle Retail,,,1-800-831-1117,,,false,false,100000,,2,2/3/2020 10:15:36 PM,1,42500000,42500000,2/3/2020 10:15:36 PM,1,,Public,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,6429915,https://www.bmwusa.com/,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,1dfbd99e-54ec-e911-a812-000d3a3380b8,,,,,,
,,f96b3f4b-1be7-e611-8101-e0071b6af231,Trey Research,,Default Value,"2580 S 156th St
Seattle, WA 98158
USA",,Seattle,USA,,,,47.44243,-122.19697,,,,WA,2580 S 156th St,,,,,98158,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,2000000,2000000,Default Value,,Default Value,false,,,Default Value,/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABmAGYDASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iiigAooooAZ2o/hqjeX9tYR7riRUHYdz9BXK6l4muLndFaKYYjxu/jP+FcOJx9KgveevbqdFHC1az91adzt8g+9LXmtpql5ZSl4ZiQTlkc5DV1WmeJbe9xHMfImP8LHg/Q1z4XNqNd8r91+ZrXwFWir7o6OiiivWOIKKKKACiiigAooooAKKKKAPPtfBk8RSoSedgHtwK2W0W30/Trsqm6TyHzI3LdD+X4Vja5/yMkn+8n8hXWat/yCLr/ri/8A6Ca+dhShKdScldpnp1ZyUKcU9Gv8jzmiinIjSOERWZjwAoyTXziTdeyPbbSp3Z6Nox/4k9pn/nkv8q0O9c6dWsfD2gW8uqXUdqqRKCHbknHQDqT7CuRh+NWiyaqbeSyuo7Hot0cE5907D8Sfav0LDUakqUbLofJ1Wud+p6lS1R0/UrLVbVbmxuoriFujxsCKvVbTWjJCiiigAooooAKKqXFzDawPPcTRwwoMvJIwVVHuT0pbe4huoEnt5o5onGUkjYMrD2I60WYHEa5/yMsn+8n8hXWap/yB7r/rg/8A6Ca5PXP+Rlk/3k/kK6zVP+QPdf8AXB//AEE14NH4qnqejX+Gn6HnNHivxQ3gvRdO/s6xia81CIt9ol52Y2547/e6dKKyfi5/yCfC3/XGX+UVZZDSp1MW+dXN8xk1TikcDJLrni7VwGNzqF7KeFHOPoOij9Kzbm3ktLqa2mGJYXMbgHOCDg19FfDOytbbwNp00FvHHJOhaV1X5nO48k968B17/kYtT/6+5f8A0M195Qq885QSskeE0O0XxBqmgXi3OmXckD5yyg5RvqvQ1794A8Wz+LtGmnubdYZ7eQROYz8rnAOQD0+lfN1e4/A//kX9S/6+h/6AKjHU4+z5rajg3c9VoooryTQSvO/FPxT0nQHktbIjUb1eCkbfu0Pu3r7DP4V6Ea+Z/C2kWuu/ESHTr5C9tLPMXQNjdtVmxke4rfDU4T5pT2RMm+hT8QeIte8UbrvUJJXtUfaqRqVhjJyQPr1681a8DeIdV0nxHp9rZXkkdvdXUcU0J5RgzgHg9D7jmvSvi5YWmm+A7O2sreK3gS+QLHEu0D5JPSvIfC//ACNujf8AX9B/6GtdkJRq0W1GyId0z3DX/wDkZJP95P5Cuu1T/kD3f/XB/wD0E1yOv/8AIyyf7yfyFddqn/IHu/8Arg//AKCa+PpfHV9T1a3wU/Q83rJ+Lv8AyCfC3/XKX+UVa1ZPxf8A+QT4X/65y/yipcPf71I1zL+HE9D+HP8AyT3R/wDrk3/oTV88a9/yMWp/9fcv/oZr6H+HP/JPdH/65N/6E1fPGvf8jFqf/X3L/wChmvs8F/FmeNLZGdXuPwP/AOQBqX/X0P8A0AV4dXuPwP8A+QBqX/X0P/QBW2P/AITFHc9VooorxDUb2r52+HX/ACVu0/663P8A6LevontXzt8O/wDkrdp/11uf/Rb10Yf+HP0Je6PQvjX/AMiXb/8AX8n/AKA9eL+F/wDkbdG/6/oP/Q1r2f41/wDIl2//AF/J/wCgPXjHhf8A5G3Rv+v6D/0Na6cN/u7+ZMtz3DxB/wAjJJ/vJ/IV1uq/8gm6/wCuD/8AoJrkvEH/ACMkn+8n8hXW6r/yCbr/AK4P/wCgmvkaXx1fU9St8FP0/wAjzisn4v8A/IJ8L/8AXOX+UVa1ZPxf/wCQT4X/AOucv8oqXD3+9SNcy/hxPQ/hz/yT3R/+uTf+hNXzxr3/ACMWp/8AX3L/AOhmvoj4b/8AJP8ASP8Arkf/AEJq+d9e/wCRi1P/AK+5f/QzX2eC/jTPGlsjOr3H4H/8gDUv+vof+gCvDq9x+B//ACANS/6+h/6AK2x/8Jijueq0UUV4hqRc4/2a8b8JeBvEOkfEGDVb2zSOzSSZmkE6HhkcDgHPUivVNWWd9LuFt95kK/KEPP4Vxf2fV+8V7+TVx4jG1MO+SEHLmXQ6aGHjVV3JKxc+JWg6h4j8NQ2WlwrNOt0shUyKvyhWHU/UV5zonw58VWWv6bd3FhGkMF1FLI32iM4VXBPQ+1d19m1n/nne/k1H2bWT/wAsr38mrnp5vXpw5FTf3GzwcG/jRsato95da21zDGrRMVO7eBjGK3r2Fp9OnijwXeJlUZ7kVxP2bWP+ed5+TUfZdY/55Xn5NXnxruLm4wl72/8AVjadHnUU5r3dv6uSf8I7qmf9Qv8A38X/ABrN+InhHXfEFloUOnWiTGzidZcyquCQnqefumr32bWf+eV7+TUfY9a/543v5NSwNb6tUdSnCV/P/hi69N1klOcdP67nReC9PudH8Iadp98gjuYYysiBg2DuJ6jjvXj+rfDbxXdazfXEOnI0UtxI6H7TGMgsSON1d79m1n/nne/k1L9m1f8A553n5NXo084r05OSg9TneCg/to82/wCFU+L/APoGJ/4Exf8AxVen/C7w7qfhvSL631W3EEktwHQCRXyNoHYmofs+s/8APG9/Jq1/DcWox6m7XCzrH5RH7zOM5Hr+NbxzaviJKnODSfUyqYSFOLkpp2OyooortOQKQjIoooAYVx3pKKKADFGKKKzsAYowR3ooosAvakooqbIB6rinUUVsAUUUUAf/2Q==,Maynard Lafferty,false,false,false,false,false,false,,,,f083d84a-0c74-e911-a9ba-000d3a33bcb9,1,,,true,,7,,,,206-555-4077,,,false,false,1000,,1,2/3/2020 10:15:36 PM,1,3470000,3470000,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5761728,http://www.treyresearch.net,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,afa07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,e535bcf3-78ce-e911-a96d-000d3a37fb59,University of Washington,,Default Value,"3720 15th Ave NE
Seattle, WA 98195
United States",,Seattle,United States,,,,,,,,,WA,3720 15th Ave NE,,,,,98195,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,230000000,230000000,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,206-543-2100,true,,,Social Services,,,206-543-2100,,,false,false,30000,,1,2/3/2020 10:15:36 PM,1,1256400,1256400,2/3/2020 10:15:36 PM,1,,Public,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5761724,https://www.washington.edu,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,73655dbd-78ce-e911-a96d-000d3a37fb59,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,b6a19cdd-88df-e311-b8e5-6c3be5a8b200,Fourth Coffee,ABCO9M32,Default Value,"Carrera 1b No 10-01
Bogota
Columbia",,Bogota,Columbia,,,,,,,,,,Carrera 1b No 10-01,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,75000000,75000000,Default Value,,Default Value,false,,,Default Value,,"Although we are the fifth largest producer of coffee in the world, Fourth Coffee is still a family owned and operated company.  Our family mentality drives us to pay attention to the details that go into making great coffee while looking to the future and staying on the cutting edge of the rapidly changing coffee industry. We take pride in the excellence of our coffee products. The same commitment to excellence and quality are extended to all aspects of our operations.",false,false,false,false,false,false,gabriele@fourthcoffee.com,,,,1,,571-611-1,true,,105,Food and Tobacco Processing,,,+571-611-0000,,,false,false,1535,,6,2/3/2020 10:15:36 PM,1,11369126,11369126,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,FCOZ,,0,,,None,,5761644,http://www.fourthcoffee.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,b669940b-62ef-e411-80eb-c4346bace124,
,,aca19cdd-88df-e311-b8e5-6c3be5a8b200,Blue Yonder Airlines,ACTBBDC3,Default Value,"111100 Epping Road
North Ryde NSW 0001
Sydney 0200
Australia",,Sydney,Australia,,,,,,,,,,111100 Epping Road,North Ryde NSW 0001,,,,0200,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,120000000,120000000,Default Value,,Default Value,false,,,Default Value,,"Blue Yonder Airlines strives to be the most preferred domestic carrier in the United States. Our goal is to provide unmatched standards of travel for our customers, ensure consistent long-term returns for the investors, and provide our employees with an environment for excellence and growth. Blue Yonder Airlines will achieve our goals by offering consistent, high quality service, and reliable, safe, and efficient operations.",false,false,false,false,false,false,brian@blueyonderairlines.com,,,,1,,612-4444-5556,true,,105,Transportation,,,555-0135,,,false,false,1876,,1,2/3/2020 10:15:36 PM,1,2187500,2187500,2/3/2020 10:15:36 PM,1,,Subsidiary,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,BYAY,,0,,,None,,5761642,http://blueyonderairlines.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,4da0e5b9-88df-e311-b8e5-6c3be5a8b200,,,,,3337fc3f-62ef-e411-80eb-c4346bace124,
,,07b1d317-ddc5-e911-a96d-000d3a37fb59,LG Electronics,,Default Value,"Columbus, OH 47736
United States",,Columbus,United States,,,,,,,,,OH,,,,,,47736,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,20000000,20000000,Default Value,,Default Value,false,,,Default Value,,interested into purchasing phone devices with services for 5 years,false,false,false,false,false,false,ryanking@salecompany.com,,,,1,,,true,,,Brokers,,,425 223 4589,,,false,false,100,,1,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5760866,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,ecb19631-dcc5-e911-a96d-000d3a37fb59,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,06b1d317-ddc5-e911-a96d-000d3a37fb59,,,,,,
,,116c3f4b-1be7-e611-8101-e0071b6af231,Litware Assembly,,Default Value,"Independence Ave and 7th St
Washington, DC 20560
USA",,Washington,USA,,,,47.48883,-122.16368,,,,DC,Independence Ave and 7th St,,,,,20560,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Catalina Weeks,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-9199,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5750426,http://www.northwindtraders.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,c7a07064-1ae7-e611-80f4-e0071b661f01,,,,,,
,,7ea974e3-79ce-e911-a96d-000d3a37fb59,University of Wisconsin,,Default Value,"1308 W. Dayton St.
Madison, WI 53715
United States",,Madison,United States,,,,,,,,,WI,1308 W. Dayton St.,,,,,53715,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,608-262-2433,true,,,Social Services,,,608-262-3961,,,false,false,,,1,2/3/2020 10:15:36 PM,1,13000000,13000000,2/3/2020 10:15:36 PM,1,,Public,false,,,Any,,,,00000000-0000-0000-0000-000000000000,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5750425,https://www.wisc.edu/,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,ee5a1f10-7ace-e911-a96d-000d3a37fb59,,,,,,
,,a4f92a51-5198-e911-a964-000d3a37fb59,Indiana University - Purdue University Indianapolis,,Default Value,"420 University Blvd.
Indianapolis, IN 46202
United States",,Indianapolis,United States,,,FOB,,,,,,IN,420 University Blvd.,,,,,46202,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,30000000,30000000,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,,Doctor's Offices and Clinics,,,317-274-5555,,,false,false,3000,,4,2/3/2020 10:15:36 PM,1,126000000,126000000,2/3/2020 10:15:36 PM,1,,Public,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5541655,https://www.iupui.edu/,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,b8f2366a-5298-e911-a964-000d3a37fb59,d437e569-e7c2-e411-80df-fc15b42886e8,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,c6a19cdd-88df-e311-b8e5-6c3be5a8b200,School of Fine Art,BOBC3J9L,Default Value,"654 Main St
Mississaugua Ontario L5V 8M4
Canada",,Mississaugua,Canada,,,,,,,,,Ontario,654 Main St,,,,,L5V 8M4,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,35000000,35000000,Default Value,,Default Value,false,,,Default Value,,"At the School of Fine Art, our mission is to provide focused art studies that challenge the students’ intellectual and aesthetic development while providing a solid foundation in contemporary art, foreign cultures and world history.  From focused study abroad programs to internships and practicums at prestigious design and architecture firms, our commitment to excellence and a quality in art education is second to none.",false,false,false,false,false,false,info@fineartschool.net,,,,1,,+011-1-399-555-9000,true,,105,"Design, Direction and Creative Management",,,+011-1-399-555-9000,,,false,false,700,,3,2/3/2020 10:15:36 PM,1,3900000,3900000,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,0,,,None,,5227111,http://www.fineartschool.net,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,9c7a70c3-4ec8-e411-80ee-c4346bac7be8,,,,,b569940b-62ef-e411-80eb-c4346bace124,
,,baa19cdd-88df-e311-b8e5-6c3be5a8b200,Humongous Insurance,WFT2146,Default Value,"13 E. Johnson
Madison, IL 74285
USA",,Madison,USA,,,,,,,,,IL,13 E. Johnson,,,,,74285,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,483000000,483000000,Default Value,,Default Value,false,,,Default Value,,"At Humongous Insurance we take pride providing easy and affordable solutions for health, property, and casualty security. Our customers enjoy great rates, superior online and in-person customer service, and innovative, 24/7 claims service. We're one of the largest insurance groups in the country, and we offer you choices in how to shop for, buy, and own insurance.",false,false,false,false,false,false,TSalah@humongousinsurance.com,,,,1,,+1-343-555-6797,true,,105,Financial,,,+1-343-555-6797,,,false,false,1650,,3,2/3/2020 10:15:36 PM,1,3295680,3295680,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,HMIZ,,0,,,None,,5227105,http://www.humongousinsurance.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,b8a19cdd-88df-e311-b8e5-6c3be5a8b200,Graphic Design Institute,GHE32F05,Default Value,"2137 Birchwood Dr
Redmond, WA 72052
US",,Redmond,US,,,,,,,,,WA,2137 Birchwood Dr,,,,,72052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,450000000,450000000,Default Value,,Default Value,false,,,Default Value,,"Founded in 1901, The Graphic Design Institute remains the largest school for Graphic Design in the world. We work tirelessly to advance design as a professional craft and strategic tool in today’s business world. We represent the profession through a network of students and alumni worldwide. The Graphic Design Institute has more than One Million Alumni worldwide today. We support design professionals, educators and students during their career with continuing education and classroom training programs held online and live in every major city.",false,false,false,false,false,false,george@graphicdesigninstitute.com,,,,1,,1-425-555-3498,true,,105,Financial,,,+1-425-555-3499,,,false,false,3500,,1,2/3/2020 10:15:36 PM,1,23000400,23000400,2/3/2020 10:15:36 PM,1,,Subsidiary,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,GDIZ,,0,,,None,,5227103,http://www.graphicdesigninstitute.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,59a0e5b9-88df-e311-b8e5-6c3be5a8b200,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,b56b3f4b-1be7-e611-8101-e0071b6af231,Adventure Works Electronics,,Default Value,"3000 Bayport Dr
Tampa, FL 33607
United States",,Tampa,United States,,,,27.96629,-82.55052,,,,FL,3000 Bayport Dr,,,,,33607,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,750000,750000,Default Value,Standard,Default Value,false,,,Default Value,,Brandie Diaz,false,false,false,false,false,false,,,,,1,,,true,,7,Service Retail,,,305-555-0118,,,false,false,150,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,336,Active,Active,,false,,,,Default Value,,,,,,None,,5221504,,,,af6b3f4b-1be7-e611-8101-e0071b6af231,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,8ba07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
